management,subscriber_id,md_id,date,gas_consumption,source,month,year,season,heating_season,month_name
г.Амвросиевка,101000003680,1747890,2020-01-01,37662,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000001108,1736770,2020-01-01,93571,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000006484,2839982,2020-01-01,673,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000002281,1743214,2020-01-01,34842,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000001056,1735986,2020-01-01,29307,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000011644,1738276,2020-01-01,23560,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000007133,1754252,2020-01-01,14540,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000005027,1752120,2020-01-01,13050,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000008360,1757568,2020-01-01,23641,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000000718,1754356,2020-01-01,89184,по телефону,1,2020,winter,1,January
г.Амвросиевка,101000003301,1746596,2020-01-01,32716,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000011842,3663812,2020-01-01,4548,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000002280,1743212,2020-01-01,39257,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000010193,1735274,2020-01-01,8800,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000000503,1752130,2020-01-01,35021,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000003681,1747896,2020-01-01,16415,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000001100,1736666,2020-01-01,38326,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000000709,1754220,2020-01-01,16132,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000003111,1745976,2020-01-01,86284,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000007648,1755636,2020-01-01,2945,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000002856,1745088,2020-01-01,68200,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000001106,1736738,2020-01-01,12449,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000003725,2825624,2020-01-01,13450,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000011467,1737810,2020-01-01,30147,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000008363,1757576,2020-01-01,58546,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000001062,1736104,2020-01-01,52399,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000004578,1750956,2020-01-01,11500,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000000318,1746188,2020-01-01,21488,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000009397,1760446,2020-01-01,39926,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000012175,3514995,2020-01-01,5180,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000004544,1750834,2020-01-01,25178,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000009428,1760552,2020-01-01,52350,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000008365,1757580,2020-01-01,34164,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000000496,1751996,2020-01-01,80500,по телефону,1,2020,winter,1,January
г.Амвросиевка,101000009396,2548886,2020-01-01,19200,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000005061,1752218,2020-01-01,680,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000010753,1736328,2020-01-01,8290,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000003029,3521413,2020-01-01,7993,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000002276,1743194,2020-01-01,22666,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000008411,1757728,2020-01-01,54096,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000010641,1736140,2020-01-01,11017,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000006481,1753600,2020-01-01,4871,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000006480,2792683,2020-01-01,288,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000012157,1738940,2020-01-01,16959,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000005031,1752138,2020-01-01,57603,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000003687,1747914,2020-01-01,20073,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000006404,1753502,2020-01-01,9548,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000003684,1747906,2020-01-01,36227,по телефону,1,2020,winter,1,January
г.Амвросиевка,101000003723,1748036,2020-01-01,41795,по телефону,1,2020,winter,1,January
г.Амвросиевка,101000012629,3505070,2020-01-01,5578,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000011265,1737174,2020-01-01,41446,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000003685,1747908,2020-01-01,35153,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000009972,2948656,2020-01-01,13464,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000007800,1756094,2020-01-01,66073,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000004579,1750958,2020-01-01,36440,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000000504,1752156,2020-01-01,79690,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000011787,2681248,2020-01-01,29843,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000008366,1757584,2020-01-01,28340,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000004545,1750836,2020-01-01,43223,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000007400,1754898,2020-01-01,27200,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000006402,3726225,2020-01-01,2186,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000006479,2796218,2020-01-01,834,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000010144,2901383,2020-01-01,787,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000002278,1743198,2020-01-01,37425,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000002229,2765800,2020-01-01,14195,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000002275,1743186,2020-01-01,11846,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000010329,1735516,2020-01-01,26860,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000000505,1752188,2020-01-01,73015,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000009430,1760560,2020-01-01,17249,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000001058,1736032,2020-01-01,15867,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000009398,1760448,2020-01-01,42400,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000002233,1743056,2020-01-01,33310,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000011273,1737216,2020-01-01,42289,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000001059,1736046,2020-01-01,54101,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000002231,1743048,2020-01-01,42939,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000003683,1747902,2020-01-01,37869,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000006482,2796220,2020-01-01,3594,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000000047,1751384,2020-01-01,40196,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000011591,1738146,2020-01-01,19900,интернет,1,2020,winter,1,January
г.Амвросиевка,101000007569,1755348,2020-01-01,53067,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000000040,1749006,2020-01-01,15964,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000010498,1735886,2020-01-01,19180,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000002641,2552477,2020-01-01,18895,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000007315,1754570,2020-01-01,1358,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000011001,1736668,2020-01-01,17664,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000000221,1742978,2020-01-01,33639,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000011839,3634214,2020-01-01,2172,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000010660,1736166,2020-01-01,7625,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000003036,1745694,2020-01-01,46878,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000008413,1757732,2020-01-01,23887,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000001104,1736718,2020-01-01,34930,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000010064,1734956,2020-01-01,9525,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000012005,3521409,2020-01-01,4723,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000003426,1747022,2020-01-01,13783,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000008001,1756652,2020-01-01,55260,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000004538,1750814,2020-01-01,45022,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000002222,1743020,2020-01-01,68460,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000010953,2859002,2020-01-01,5315,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000009436,1760582,2020-01-01,21712,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000008421,1757758,2020-01-01,7160,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000005036,1752148,2020-01-01,3148,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000010761,1736346,2020-01-01,12165,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000001051,1735902,2020-01-01,27058,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000003729,1748056,2020-01-01,10486,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000003034,1745688,2020-01-01,31302,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000008350,1757536,2020-01-01,36400,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000002287,1743232,2020-01-01,11443,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000010103,1735042,2020-01-01,22198,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000003428,1747028,2020-01-01,21778,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000010759,1736338,2020-01-01,13422,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000004585,1750980,2020-01-01,25103,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000000710,1754224,2020-01-01,58659,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000003676,1747878,2020-01-01,59711,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000005065,3036964,2020-01-01,1421,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000002223,1743022,2020-01-01,61970,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000001064,1736136,2020-01-01,23124,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000001053,1735926,2020-01-01,25488,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000003690,1747922,2020-01-01,36962,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000006393,1753482,2020-01-01,15853,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000009390,1760428,2020-01-01,48148,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000001052,1735924,2020-01-01,29019,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000003691,1747926,2020-01-01,29473,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000011194,1736938,2020-01-01,3268,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000006392,1753478,2020-01-01,16625,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000001111,2721679,2020-01-01,14001,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000000494,1751954,2020-01-01,76224,по телефону,1,2020,winter,1,January
г.Амвросиевка,101000000212,1742644,2020-01-01,88418,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000001066,1736164,2020-01-01,62463,по телефону,1,2020,winter,1,January
г.Амвросиевка,101000003107,1745960,2020-01-01,78930,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000007568,3038197,2020-01-01,20404,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000002644,1744396,2020-01-01,41571,по телефону,1,2020,winter,1,January
г.Амвросиевка,101000000707,1754216,2020-01-01,8327,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000007316,1754572,2020-01-01,3194,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000000222,1743010,2020-01-01,58300,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000004586,1750982,2020-01-01,19625,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000008348,1757528,2020-01-01,12365,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000009440,1760594,2020-01-01,50755,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000011783,2950013,2020-01-01,15258,по данным абонента,1,2020,winter,1,January
г.Амвросиевка,101000009423,1760534,2020-01-01,35888,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000009422,1760530,2020-01-01,53078,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000001046,1735846,2020-01-01,35370,интернет,1,2020,winter,1,January
г.Амвросиевка,101000002221,1743018,2020-01-01,51795,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000007340,1754672,2020-01-01,4003,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000003674,1747872,2020-01-01,40754,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000008347,1757524,2020-01-01,86544,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000007575,1755372,2020-01-01,47515,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000002271,1743174,2020-01-01,45882,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000004548,1750846,2020-01-01,38955,интернет,1,2020,winter,1,January
г.Амвросиевка,101000005069,1752236,2020-01-01,22780,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000005022,1752108,2020-01-01,2871,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000004535,1750804,2020-01-01,23450,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000000493,1751936,2020-01-01,48236,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000003248,1746418,2020-01-01,21253,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000002645,1744398,2020-01-01,26639,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000003675,2629173,2020-01-01,7500,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000002288,1743236,2020-01-01,41050,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000008349,1757530,2020-01-01,23960,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000001113,1736806,2020-01-01,27413,по телефону,1,2020,winter,1,January
г.Амвросиевка,101000009438,1760586,2020-01-01,17255,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000010325,1735506,2020-01-01,11758,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000001049,1735874,2020-01-01,51919,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000008407,1757712,2020-01-01,23990,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000004574,1750942,2020-01-01,23872,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000007888,1756360,2020-01-01,27656,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000003679,1747884,2020-01-01,33518,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000008420,1757756,2020-01-01,7448,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000002286,1743228,2020-01-01,77680,по телефону,1,2020,winter,1,January
г.Амвросиевка,101000009399,1760452,2020-01-01,46624,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000001055,2668647,2020-01-01,20369,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000000719,1754360,2020-01-01,82202,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000001054,3030185,2020-01-01,16477,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000011397,1737610,2020-01-01,56000,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000012156,1738938,2020-01-01,10216,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000009977,2931950,2020-01-01,2669,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000006486,1753604,2020-01-01,15160,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000010334,1735538,2020-01-01,24780,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000003722,1748034,2020-01-01,45439,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000002864,1745108,2020-01-01,38005,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000003112,1745978,2020-01-01,53600,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000007314,1754566,2020-01-01,10250,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000010499,1735888,2020-01-01,8357,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000003424,1747018,2020-01-01,33640,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000010489,2519392,2020-01-01,6717,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000012049,1738706,2020-01-01,3693,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000010952,1736590,2020-01-01,22120,по телефону,1,2020,winter,1,January
г.Амвросиевка,101000008409,1757718,2020-01-01,57637,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000011824,3029013,2020-01-01,24500,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000010942,2853498,2020-01-01,2221,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000009426,1760544,2020-01-01,41126,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000001109,1736784,2020-01-01,30785,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000013001,2599966,2020-01-01,11827,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000011590,1738144,2020-01-01,13922,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000011836,3530711,2020-01-01,7111,по телефону,1,2020,winter,1,January
г.Амвросиевка,101000004576,1750952,2020-01-01,40091,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000011463,1737802,2020-01-01,59922,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000011395,1737606,2020-01-01,16376,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000008358,3669776,2020-01-01,5386,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000002642,1744390,2020-01-01,43720,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000003329,1746690,2020-01-01,48584,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000002283,1743222,2020-01-01,28768,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000011264,1737170,2020-01-01,46577,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000003726,1748046,2020-01-01,35886,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000002234,1743060,2020-01-01,36661,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000008419,1757750,2020-01-01,13920,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000003035,1745690,2020-01-01,30319,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000000499,1752050,2020-01-01,46976,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000002285,3166213,2020-01-01,21087,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000005055,2548893,2020-01-01,1236,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000003728,3452139,2020-01-01,5571,по телефону,1,2020,winter,1,January
г.Амвросиевка,101000002226,1743030,2020-01-01,37800,по телефону,1,2020,winter,1,January
г.Амвросиевка,101000008003,3452358,2020-01-01,10450,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000010326,1735510,2020-01-01,33368,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000008352,1757542,2020-01-01,65333,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000002225,2981316,2020-01-01,12005,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000009773,2780747,2020-01-01,17800,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000011731,1738498,2020-01-01,18339,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000007134,3416242,2020-01-01,6685,по телефону,1,2020,winter,1,January
г.Амвросиевка,101000007663,1755688,2020-01-01,45380,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000012609,2670890,2020-01-01,12329,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000008418,3674788,2020-01-01,4030,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000006397,1753486,2020-01-01,11634,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000011593,1738150,2020-01-01,18108,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000004540,1750822,2020-01-01,86906,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000002273,1743180,2020-01-01,56640,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000004582,1750970,2020-01-01,28998,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000003727,2881136,2020-01-01,6668,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000005064,1752226,2020-01-01,2899,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000002227,1743034,2020-01-01,18350,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000006487,1753606,2020-01-01,2120,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000009433,1760570,2020-01-01,48300,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000011085,1736780,2020-01-01,13821,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000009393,1760436,2020-01-01,39065,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000008356,3714893,2020-01-01,3960,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000010336,1735544,2020-01-01,12350,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000005023,1752110,2020-01-01,18009,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000009392,1760432,2020-01-01,22735,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000010566,1736004,2020-01-01,60145,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000003038,1745702,2020-01-01,29874,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000007397,1754882,2020-01-01,9243,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000009418,1760518,2020-01-01,45227,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000002758,1744740,2020-01-01,28120,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000009474,2736647,2020-01-01,35605,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000001134,1737432,2020-01-01,35807,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000004557,1750880,2020-01-01,48780,по телефону,1,2020,winter,1,January
г.Амвросиевка,101000008307,3880565,2020-01-01,2472,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000003648,1747786,2020-01-01,25200,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000012150,3669740,2020-01-01,2020,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000003102,1745948,2020-01-01,29606,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000000728,1754460,2020-01-01,82023,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000001136,1737498,2020-01-01,76978,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000012051,1738712,2020-01-01,24840,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000003753,1748132,2020-01-01,32170,по телефону,1,2020,winter,1,January
г.Амвросиевка,101000006348,1753388,2020-01-01,11576,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000006346,3778111,2020-01-01,1429,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000002754,1744728,2020-01-01,1093,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000006517,2854326,2020-01-01,2675,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000010666,2832689,2020-01-01,322,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000008308,1757438,2020-01-01,35433,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000001017,1735206,2020-01-01,13400,по телефону,1,2020,winter,1,January
г.Амвросиевка,101000011196,1736942,2020-01-01,1223,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000003116,1745992,2020-01-01,12830,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000001016,1735180,2020-01-01,79040,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000011631,1738246,2020-01-01,20124,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000008393,1757670,2020-01-01,17839,интернет,1,2020,winter,1,January
г.Амвросиевка,101000002326,1743372,2020-01-01,76122,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000006438,1753546,2020-01-01,13224,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000006349,1753390,2020-01-01,12100,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000009765,1761610,2020-01-01,31000,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000003649,1747790,2020-01-01,33500,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000009408,1760482,2020-01-01,23642,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000002646,1744402,2020-01-01,58475,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000004996,2552692,2020-01-01,3314,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000002325,1743370,2020-01-01,32700,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000009371,1760360,2020-01-01,44427,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000000512,1752290,2020-01-01,28500,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000004614,1751092,2020-01-01,17260,по телефону,1,2020,winter,1,January
г.Амвросиевка,101000012148,1738922,2020-01-01,23230,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000007890,1756370,2020-01-01,66644,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000004616,2646660,2020-01-01,10158,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000003647,1747784,2020-01-01,40954,явка в УГГ,1,2020,winter,1,January
г.Амвросиевка,101000003700,1747964,2020-01-01,17600,по телефону,1,2020,winter,1,January
г.Амвросиевка,101000004618,1751106,2020-01-01,42405,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000001013,1735106,2020-01-01,54350,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000011400,1737624,2020-01-01,37526,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000010606,1736082,2020-01-01,12973,плановый объем,1,2020,winter,1,January
г.Амвросиевка,101000002643,1744394,2020-01-01,34715,по телефону,1,2020,winter,1,January
г.Амвросиевка,101000010320,1735490,2020-01-01,9150,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000008392,1757666,2020-01-01,22070,контрольное снятие,1,2020,winter,1,January
г.Амвросиевка,101000003646,1747782,2020-01-01,53345,по квитанции,1,2020,winter,1,January
г.Амвросиевка,101000011465,2638048,2020-01-01,18465,плановый объем,1,2020,winter,1,January
